ark_id,url,title,collection,room,current_location,is_on_display,artist_name,artist_wikidata,height_cm,width_cm,materials_and_techniques,place_of_creation,provenance,acquisition_mode,acquisition_year,start_year,end_year,tags,tag_count,is_mnr,creation_year,painting_age,years_in_collection,area_cm2,has_known_artist,area_quartile,collection_age_band,acquisition_type_en
cl010283892,https://collections.louvre.fr/ark:/53355/cl010283892,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture (à fresque. Montage : Lit de plâtre dans une caisse en bois aux angles renforcés en métal)
Précision technique : fond noir-personnages allant du marron clair au brun rouge-tuniques blanchâtre et verdâtre-draperie jaunâtre-cadre brun-V marron sur bande blanche",Herculanum,,achat,1867.0,1.0,50.0,lécythe|bijou|drapé|draperie|nu|manteau|chitôn|tunique|pilier|bande|motif en V|tableau|ligne de sol|aulos|tambourin = tympanon|repose-pied|siège|bandelette|coffret|bâton|chignon|petite fille|femme|homme|scène de culte = scène religieuse|procession|encadré de|jouant|orné de|tenant|accoudé à|assis|debout|derrière|près de|sur,36,False,25.5,2000.5,159.0,,0,,100+,Purchase
cl010283893,https://collections.louvre.fr/ark:/53355/cl010283893,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,25.0,,"Matériau : mortier
Technique : peinture (Couche picturale : peinture à fresque. Montage : Lit de plâtre dans une caisse en bois aux angles renforcés en métal. Le  fond est noir, les personnages sont marron clair. Les tuniques, le siège et les ailes d'éros sont de couleur verdâtre. Le cadre est ocre jaune avec des chevrons marron sur  une bande blanche)",Herculanum,,achat,1867.0,1.0,50.0,thyrse|drapé|draperie|nu|bande|motif en V|tableau|ligne de sol|feuille de lierre|torche allumée|siège|tabouret|bandelette|couronne|pied|chignon|femme|Amour = Éros|scène de culte = scène religieuse|procession|fleur|encadré de|posé|regardant|suivi de|tenant|assis|de dos|debout|en face de|près de|sur|bas|haut|orné de,35,False,25.5,2000.5,159.0,,0,,100+,Purchase
cl010283894,https://collections.louvre.fr/ark:/53355/cl010283894,peinture murale,"Département des Antiquités grecques, étrusques et romaines","Salle 661, Aile Aile Denon, Niveau 1","Denon, [AGER] Salle 661 - Salle des verres, Vitrine murale 3 - collection Campana",1,,,72.0,,"Matériau : mortier
Technique : peinture (5 fragments antiques noyés dans un lit de plâtre, peinture à fresque sur un mortier antique et peinture à la cire sur plâtre. Montage : lit de plâtre encadré  par 4 tasseaux en bois)
Précision technique : fond noir (original) - fond brun(restauré) - feuillage vert -bandelette verdâtre - vêtement brun - fleurs rouges",,,achat,1861.0,75.0,100.0,gobelet|drapé|feuille|bandelette|couronne|printemps|femme|fleur|portant|debout,10,False,87.5,1938.5,165.0,,0,,100+,Purchase
cl010283895,https://collections.louvre.fr/ark:/53355/cl010283895,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,68.0,122.0,"Matériau : mortier
Technique : peinture (à fresque. Montage : lit de plâtre posé sur une ardoise et monté sur un support en plaque d'aluminium alvéolé)
Précision technique : fond noir-au 1e plan architecture beige et rouge brun-au 2e plan architecture verdâtre-rinceaux et bordure à feston jaune-volutes masqué oiseaux verdâtres-dais gris et rouge",Pompéi (?),,don,1825.0,50.0,100.0,oiseau|ruban|plafond|bordure|coquille|rinceau|rosace|volute|édicule|fuseau|masque|affronté|orné de|surmontant|par|sous|au centre = au milieu|2|à caisson|à feston|central|entrecroisé|interrompu|noué|pendant|suspendu,26,False,75.0,1951.0,201.0,8296.0,0,Q4 (largest),100+,Gift
cl010283896,https://collections.louvre.fr/ark:/53355/cl010283896,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,18.0,17.0,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique et peinture à la cire sur plâtre. Montage : fragment noyé dans un lit de plâtre  dans un cadre en bois)
Précision technique : fond brun rouge-ligne de sol rouge-rocher vert foncé-tunique blanche-manteau jaune",Rome,,achat,1861.0,100.0,150.0,manteau|tunique|rocher|ligne de sol|cheveux|homme|posé|assis|de trois quarts|sur|vers la gauche|2|court,13,False,125.0,1901.0,165.0,306.0,0,Q2,100+,Purchase
cl010283897,https://collections.louvre.fr/ark:/53355/cl010283897,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,"Abu Dhabi (Emirats Arabes Unis), Louvre Abu Dhabi, Salle d'exposition permanente",0,,,,,"Matériau : mortier
Technique : peinture (à fresque  avec de nombreux repeints sur un mortier antique avec comblement en plâtre.)
Précision technique : fond blanc-bande et manteau verdâtres-tunique brune à bandes verdâtres-corbeille verte jaune brune-rinceau ocre jaune-feuillage vert-écusson brun rouge",Rome,,achat,1861.0,175.0,200.0,manteau|tunique|bande|écusson|guirlande|motif en S|rinceau|feuille|corbeille|canéphore|fruit|orné de|portant|debout|sur|au-dessus de|en bas,17,False,187.5,1838.5,165.0,,0,,100+,Purchase
cl010283898,https://collections.louvre.fr/ark:/53355/cl010283898,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,54.0,,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique avec repeints.)
Précision technique : fond blanc-écusson et manteau violacés-feuillage et arcatures verts-Fleursbrunes-Vase jaune",Ostia Antica = Ostie,,achat,1861.0,200.0,300.0,sandale|manteau|bande|écoinçon|écusson|motif en S|rinceau|feuille|lance|récipient = vase|base|barbe|homme|Dionysos|incluant|orné de|tenant|debout|entre|sur|au-dessus de|en haut,22,False,250.0,1776.0,165.0,,0,,100+,Purchase
cl010283901,https://collections.louvre.fr/ark:/53355/cl010283901,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,42.0,"Matériau : mortier
Technique : peinture
Précision technique : fond blanc-bande d'encadrement ocre jaune et brune-table et feuillage verts-raisin violacé-vêtements bruns verts rouges bleus-sol gris vert-herbe brune",Rome,,achat,1861.0,200.0,225.0,bande|sol|feuille|table|couronne|plateau|personnage|petit garçon|banquet funéraire|herbe|treille|encadré de|tenant|assis|debout|autour de|sous|sur|au premier plan|11|incurvé,21,False,212.5,1813.5,165.0,,0,,100+,Purchase
cl010283904,https://collections.louvre.fr/ark:/53355/cl010283904,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,47.0,,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique. Montage constitué d’un lit de plâtre posé sur une ardoise, montée sur un support en plaque d’aluminium alvéolé.)
Précision technique : fond ocre jaune-tunique verte-manteau verdâtre-console brun rouge",Pompéi,,achat,1825.0,62.0,79.0,boucle d'oreille|ruban|manteau|tunique|console|couronne|volumen|cheveux|boucle|Calliope|fleur|tenant|de trois quarts|debout|sur|en perspective|noué,17,False,70.5,1955.5,201.0,,0,,100+,Purchase
cl010283907,https://collections.louvre.fr/ark:/53355/cl010283907,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture à fresque (peinture) (sur un mortier antique)
Précision technique : fond blanc-sol verdâtre-oiseaux bruns et gris-bec ailes yeux bruns-cerises rouges",Rome,,achat,1861.0,1.0,100.0,oiseau|bande de sol|œuvre composite|cerise|affronté|picorant|sur|2,8,False,50.5,1975.5,165.0,,0,,100+,Purchase
cl010283908,https://collections.louvre.fr/ark:/53355/cl010283908,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,36.0,58.0,"Matériau : mortier
Technique : peinture (à fresque. Montage : plaque d’alvéolé d’aluminium)
Précision technique : fond blanc-faon et coquilles gris violacé-grappes de raisin violettes-feuillage vert-rameaux et bandes ocre jaune",Rome (?),,achat,1861.0,1.0,100.0,faon|bande|coquille|filet|rinceau|rinceau habité|feuille|grappe = grappe de raisin|posé|surmonté de|sur|dans le champ|en haut et en bas|2|vertical,15,False,50.5,1975.5,165.0,2088.0,0,Q3,100+,Purchase
cl010283909,https://collections.louvre.fr/ark:/53355/cl010283909,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture (à fresque  avec  importants repeints sur un mortier antique.)
Précision technique : fond blanc-tuniques verte et mauve-manteau bleu et brun orange-bande brune",Rome,,achat,1861.0,200.0,250.0,manteau|tunique|bande|lance|homme|tenant|debout|au-dessus de|3,9,False,225.0,1801.0,165.0,,0,,100+,Purchase
cl010283910,https://collections.louvre.fr/ark:/53355/cl010283910,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,185.0,,"Matériau : mortier
Technique : peinture (Couche picturale : peinture  à fresque sur un mortier antique. Montage : ardoise avec mortier périphérique)
Précision technique : fond blanc-bandes rouge beige et verte-feuillage et rinceaux verts-base rouge Bordeaux-fruits oranges et jaunes-fleurs violettes-oiseaux bleu violacé et jaunes",Rome,,achat,1861.0,50.0,100.0,oiseau|bande|rinceau habité|candélabre|base|sphinx|végétal|fleur|fruit|formé de|orné de|posé|sur|en bas|3|6|opposé,17,False,75.0,1951.0,165.0,,0,,100+,Purchase
cl010283913,https://collections.louvre.fr/ark:/53355/cl010283913,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,38.0,19.0,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique avec repeints. Montage :au revers du mortier original pose d'un mortier d'intervention et colle araldite pour maintenir la plaque d’aluminium alvéolé)
Précision technique : fond blanc-diadème et tunique violacés-manteau jaunâtre-chaussures vertes-aile brune",Rome,,achat,1861.0,100.0,150.0,diadème = stephanè|manteau|tunique|aile|personnage|femme|ménade|déesse ailée = femme ailée|entouré de|agenouillé|debout|devant|dans le champ|en bas|en haut|sur robe,16,False,125.0,1901.0,165.0,722.0,0,Q2,100+,Purchase
cl010283915,https://collections.louvre.fr/ark:/53355/cl010283915,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique. Montage constitué d’un lit de plâtre posé sur une ardoise, montée sur un support en plaque d’aluminium alvéolé.)
Précision technique : fond ocre jaune-tunique et coffret verts-manteau rouge-base brune",Pompéi,,achat,1825.0,62.0,79.0,boucle d'oreille|ceinture|manteau|tunique|bande de sol|feuille de laurier|siège|couronne|tablette|volumen|coffret|main|tête|Clio|contenant|lisant|posé|assis|de profil|de trois quarts|près de|sur|5,23,False,70.5,1955.5,201.0,,0,,100+,Purchase
cl010283919,https://collections.louvre.fr/ark:/53355/cl010283919,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture (à fresque  sur un mortier antique. Montage : plaque d’alvéolé d’aluminium avec enduit périphérique moderne.)
Précision technique : fond turquoise-colonne blanchâtre-moulure et rais de coeur jaunâtres-rang d'appareil et degré du podium rouge Bordeaux",Rome,,achat,1861.0,-20.0,,décor architectural|colonne|orthostate|podium|moulure|rais de coeur|rang d'appareil|baguette|ionique|base|formé de|posé|sous|sur|cannelé|dégénéré|enrubanné|limité par,18,False,-20.0,2046.0,165.0,,0,,100+,Purchase
cl010283920,https://collections.louvre.fr/ark:/53355/cl010283920,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,100.0,"Matériau : mortier
Matériau secondaire : plâtre
Technique : peinture
Précision technique : fond blanc-bande et gueules des lions rouges-lions et feuillages verts-rinceaux verts et marrons-ailes de la femme jaunâtres-ailes et queues des lions gris brunâtres tunique rosâtre",Latium,,achat,1861.0,100.0,200.0,lion|animal fantastique = être hybride = monstre|monstre végétal|bande|guirlande|rinceau|volute|feuille|patère|aile|déesse ailée = femme ailée|flanqué de|orné de|tenant|terminé par|à gauche et à droite|en bas|en haut|2|rond,20,False,150.0,1876.0,165.0,,0,,100+,Purchase
cl010283921,https://collections.louvre.fr/ark:/53355/cl010283921,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,30.0,23.0,"Matériau : mortier
Technique : peinture (fragment antique noyé dans du plâtre, peinture  à fresque sur un mortier antique avec repeints. Montage : plaque d’alvéolé d’aluminium avec mortier périphérique)
Précision technique : fond blanc-arcatures à fond noir-écoinçon perles rouges-treille brune-feuillage vert-tunique gris rose-candélabre et masque ocre jaune-trace préparatoire",Latium,,achat,1861.0,50.0,100.0,tunique|arcature|écoinçon|guirlande|oves|perles|candélabre|patère|masque|caryatide|treille|incluant|orné de|surmontant|tenant|debout|entre|sur|séparé par,19,False,75.0,1951.0,165.0,690.0,0,Q2,100+,Purchase
cl010283923,https://collections.louvre.fr/ark:/53355/cl010283923,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,33.0,"Matériau : mortier
Technique : peinture (à sec. Montage constitué d’un lit de plâtre posé sur une ardoise)
Précision technique : bandes rouges et noire-filets bruns-fond blanc-personnages brun rouge et noirs-traces préparatoires",Italie,,achat,1825.0,1700.0,1800.0,chat|lion|oiseau|faucon|animal fantastique = être hybride = monstre|couronne isiaque|croissant de lune|sceptre|bijou|bande|cartouche|étoile|filet|siège|couronne|vase canope|œuvre moderne|corps|tête|base|bras|Isis|orant|scène de prière|en forme de|entouré de|surmonté de|tenant|tendant|couché|assis|devant|en face de|près de|sur|au-dessus de|en haut et en bas,37,False,1750.0,276.0,201.0,,0,,100+,Purchase
cl010283925,https://collections.louvre.fr/ark:/53355/cl010283925,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique avec repeints. Montage : plaque d’aluminium alvéolé)
Précision technique : fond blanc-tunique et bande de sol brun clair-manteau violacé double de gris vert-bande verte-voile jaunâtre",Rome (?),,achat,1861.0,200.0,250.0,manteau|tunique|voile|bande|bande de sol|femme|formant|debout|sur|à droite|en bas,11,False,225.0,1801.0,165.0,,0,,100+,Purchase
cl010283926,https://collections.louvre.fr/ark:/53355/cl010283926,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,36.0,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique. Montage constitué d’un lit de plâtre posé sur une ardoise, montée sur un support en plaque d’aluminium alvéolé.)
Précision technique : fond ocre jaune-tunique beige rose-manteau vert-cithare brune-console Brunrouge",Pompéi,,achat,1825.0,62.0,79.0,boucle d'oreille|manteau|tunique|console|feuille|cithare|plectre|couronne|Érato|tenant|de trois quarts|debout|sur|vers la droite|en perspective,15,False,70.5,1955.5,201.0,,0,,100+,Purchase
cl010283927,https://collections.louvre.fr/ark:/53355/cl010283927,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture
Précision technique : fond blanc-bande verte-tunique jaune et brun-manteau vert-bande de sol jaunâtre-ombrelle violacée",Rome,,achat,1861.0,200.0,250.0,manteau|tunique|bande|bande de sol|couronne|ombrelle|femme|tenant|debout|sur|à gauche|en bas,12,False,225.0,1801.0,165.0,,0,,100+,Purchase
cl010283928,https://collections.louvre.fr/ark:/53355/cl010283928,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,45.0,,"Matériau : mortier
Technique : peinture
Précision technique : fond bleu-encadrement rouge-rais de coeur et moulure ocre jaune et marron-dents de loup brunes sur fond gris-draperie et ailes verdâtres",Rome,,achat,1861.0,15.0,62.0,draperie|nu|bordure|dents de loup|rais de coeur|tableau|Amour = Éros|encadré de|formé de|incluant|tenant|volant|dégénéré|opposé,14,False,38.5,1987.5,165.0,,0,,100+,Purchase
cl010283929,https://collections.louvre.fr/ark:/53355/cl010283929,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,42.0,,"Matériau : mortier
Technique : peinture
Précision technique : fond bleu-encadrement rouge-rais de coeur et moulure ocre jaune et marron-dents de loup brunes sur fond gris-draperie violacée-ailes et corbeille verdâtres",Rome,,achat,1861.0,1.0,100.0,draperie|nu|bordure|dents de loup|rais de coeur|tableau|corbeille|Amour = Éros|épi de blé|encadré de|formé de|incluant|portant|tenant|volant|dégénéré|opposé,17,False,50.5,1975.5,165.0,,0,,100+,Purchase
cl010283932,https://collections.louvre.fr/ark:/53355/cl010283932,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,22.0,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique. Montage : plaque d’alvéolé d’aluminium)
Précision technique : fond blanc-masque ocre et brun-feuillage vert et marron",Rome,,achat,1861.0,50.0,100.0,guirlande|feuille|masque|Silène|fleur|encadré de,6,False,75.0,1951.0,165.0,,0,,100+,Purchase
cl010283934,https://collections.louvre.fr/ark:/53355/cl010283934,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,107.0,,"Matériau : mortier
Technique : peinture (à fresque  sur un mortier antique. Montage : plaque d’alvéolé d’aluminium avec enduit périphérique moderne.)
Précision technique : orthostate turquoise-podium et rang d'appareil brun rouge-moulure et rais de coeur jaunâtres-volutes brun clair-diadème jaune-sphinge brune sur pattes verdâtres-baguette jaune et brune-trace préparatoire",Rome,,achat,1861.0,-20.0,,lion|animal fantastique = être hybride = monstre|diadème = stephanè|orthostate|podium|moulure|rais de coeur|rang d'appareil|rinceau|tige|candélabre|baguette|patte|pied (objet)|buste|femme|fleur|en forme de|formé de|supportant|terminé par|sur|à l'arrière-plan|dégénéré|enrubanné|limité par,26,False,-20.0,2046.0,165.0,,0,,100+,Purchase
cl010283935,https://collections.louvre.fr/ark:/53355/cl010283935,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique. Montage constitué d’un lit de plâtre posé sur une ardoise, montée sur un support en plaque d’aluminium alvéolé.)
Précision technique : fond ocre jaune-tunique brun jaune-manteau vert-console brun rouge-lyre brune",Pompéi,,achat,1825.0,62.0,79.0,boucle d'oreille|manteau|tunique|console|feuille de laurier|lyre|couronne|Terpsichore|tenant|de trois quarts|debout|sur|vers la gauche|en perspective,14,False,70.5,1955.5,201.0,,0,,100+,Purchase
cl010283937,https://collections.louvre.fr/ark:/53355/cl010283937,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,75.0,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique. Montage : plaque d’alvéolé d’aluminium)
Précision technique : fond blanc-cadre rouge-feuillage vert-raisins violacés et vert gris-ailes des amours verdâtres-ruban rouge et marron",Rome,,achat,1861.0,200.0,400.0,draperie|nu|bande|rinceau habité|baguette|corbeille|panneau|épaule|vendangeur|Amour = Éros|fleur|fruit|pampre|entouré de|orné de|portant|sur|1|enrubanné|plusieurs,20,False,300.0,1726.0,165.0,,0,,100+,Purchase
cl010283938,https://collections.louvre.fr/ark:/53355/cl010283938,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier
Technique : peinture
Précision technique : orthostates turquoise et rouge-podium et rang d'appareil brun rouge-moulure et rais de coeur jaunâtres-filet blanc-candélabre et baguette Enrubanneejaunes rehaussés de brun",Rome,,achat,1861.0,-20.0,,orthostate|podium|carreau et boutisse|filet d'encadrement|guirlande|moulure|rais de coeur|rang d'appareil|rinceau|baguette|récipient = vase|masque|encadré de|entouré de|formé de|orné de|à droite|à gauche|à l'arrière-plan|dégénéré|enrubanné,21,False,-20.0,2046.0,165.0,,0,,100+,Purchase
cl010283939,https://collections.louvre.fr/ark:/53355/cl010283939,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,43.0,"Matériau : mortier
Technique : peinture (à fresque avec repeints  sur un mortier antique. Montage : plaque d’alvéolé d’aluminium avec enduit périphérique moderne.)
Précision technique : orthostates turquoise et rouge-podium et rang d'appareil brun rouge-moulure et rais de coeur jaunâtres-filet blanc-candélabre et baguette Enrubanneejaunes rehaussés de brun",Rome,,achat,1861.0,-20.0,,orthostate|podium|carreau et boutisse|filet d'encadrement|moulure|rais de coeur|rang d'appareil|rinceau|baguette|encadré de|entouré de|formé de|orné de|de part et d'autre de|à l'arrière-plan|2|dégénéré|enrubanné,18,False,-20.0,2046.0,165.0,,0,,100+,Purchase
cl010283942,https://collections.louvre.fr/ark:/53355/cl010283942,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,47.0,,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique. Montage constitué d’un lit de plâtre posé sur une ardoise, montée sur un support en plaque d’aluminium alvéolé.)
Précision technique : fond ocre jaune-manteau verdâtre-base et laurier verts-cithare brune-Filetrouge",Pompéi,,achat,1825.0,62.0,79.0,sandale|demi-drapé|bande de sol|feuille de laurier|cithare|siège|couronne|Apollon|laurier|posé|tenant|assis|de trois quarts|près de|sur|vers la gauche,16,False,70.5,1955.5,201.0,,0,,100+,Purchase
cl010283948,https://collections.louvre.fr/ark:/53355/cl010283948,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,40.0,"Matériau : mortier
Technique : peinture
Précision technique : fond jaune-feuilles vertes et rouges-cygne blanc-personnage beige rose",,,ancien fonds,,,,cygne|diadème = stephanè|nu|Léda|Jupiter = Tinia = Zeus|Léda et le cygne|roseau|dans|près de,9,False,,,,,0,,,Other
cl010283949,https://collections.louvre.fr/ark:/53355/cl010283949,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,25.0,19.0,"Matériau : mortier (mortier avec gravier)
Technique : peinture (à fresque  avec repeint sur un mortier antique. Montage : lit de plâtre)
Précision technique : amour beige jaune-fond brunâtre-casque et bouclier brun foncé-sol brun rouge souligné de rouge",Pompéi (?),,ancien fonds,,1.0,100.0,nu|épée|fourreau|lance|bouclier|casque|Amour = Éros|marchant|tenant,9,False,50.5,1975.5,,475.0,0,Q2,,Other
cl010283951,https://collections.louvre.fr/ark:/53355/cl010283951,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,47.0,36.0,"Matériau : mortier
Technique : peinture (à fresque sur un mortier antique. Montage constitué d’un lit de plâtre posé sur une ardoise, montée sur un support en plaque d’aluminium alvéolé.)
Précision technique : fond ocre jaune-tunique verdâtre et brun jaune-manteau bleu-masque bracelets massue bruns-consolé brun rouge",Pompéi,,achat,1825.0,62.0,79.0,massue|boucle d'oreille|bracelet|ruban|manteau|tunique|console|feuille|couronne|masque tragique|onkos|Melpomène|tenant|appuyé sur|de trois quarts|debout|sur|vers la droite|en perspective,19,False,70.5,1955.5,201.0,1692.0,0,Q3,100+,Purchase
cl010306477,https://collections.louvre.fr/ark:/53355/cl010306477,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : bois (matériau organique) (caisse), plâtre (lit. 8 fragments de peinture noyés dans l'enduit de plâtre. Revers: plâtre et grillage à alvéoles.)",,,,,,,,0,False,,,,,0,,,Other
cl010306478,https://collections.louvre.fr/ark:/53355/cl010306478,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,53.0,"Matériau : bois (matériau organique) (caisse), plâtre (lit), métal (grillage métallique alvéolé au revers)",,,,,,,,0,False,,,,,0,,,Other
cl010306479,https://collections.louvre.fr/ark:/53355/cl010306479,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,13.0,Matériau : mortier (peinture sur enduit réemployé),,,dépôt,1887.0,,,nu|chariot|trépied|femme|Amour = Éros|dansant|couché,7,False,,,139.0,,0,,100+,Other
cl010306480,https://collections.louvre.fr/ark:/53355/cl010306480,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,22.0,,Matériau : plâtre,,,dépôt,1887.0,,,nu|femme|homme|dansant,4,False,,,139.0,,0,,100+,Other
cl010306481,https://collections.louvre.fr/ark:/53355/cl010306481,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : ardoise (dans une caisse en bois), plâtre (dans une caisse en bois)",Inconnu,,achat,2007.0,60.0,80.0,,0,False,70.0,1956.0,19.0,,0,,0-20,Purchase
cl010306498,https://collections.louvre.fr/ark:/53355/cl010306498,peinture murale  ; décor architectural,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,Matériau : enduit (sur lit de plâtre),,,,,,,,0,False,,,,,0,,,Other
cl010306509,https://collections.louvre.fr/ark:/53355/cl010306509,peinture murale,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,13.0,56.0,"Matériau : bois (matériau organique) (caisse), plâtre (lit. 8 fragments de peinture noyés dans l'enduit de plâtre)",Césarée de Maurétanie = Cherchel,,envoi de l'Etat,1895.0,,,feuille|poire,2,False,,,131.0,728.0,0,Q2,100+,Other
cl010306512,https://collections.louvre.fr/ark:/53355/cl010306512,La tombe de Patron,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,27.0,"Matériau : mortier (mortier blanc et marbre)
Technique : peinture (à fresque)
Précision technique : ciel gris bleu-terre ocre jaune dégradé-tuniques blanches et grises ombres brunes-feuillage vert-bande supérieure blanche-fond gris vert",Rome,,achat,1861.0,-25.0,0.0,ceinture|manteau|tunique|voile|bande|frise|offrande|coffret|corbeille|plateau|pied|chignon|personnage|petit garçon|femme|jeune fille|visite à la tombe|arbre|cyprès|olivier|pin|encadré de|marchant|portant|suivant|suivi de|tenant|derrière|en haut|fragment 1|registre supérieur|vers la droite|2|4|9|haut|restes|séparé par,38,False,-12.5,2038.5,165.0,,0,,100+,Purchase
cl010306513,https://collections.louvre.fr/ark:/53355/cl010306513,La tombe de Patron,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier (mortier blanc et marbre)
Technique : peinture (à fresque sur un mortier antique. Montage : plâtre)",Rome,,achat,1861.0,-25.0,0.0,oiseau|héron|plante|dressé,4,False,-12.5,2038.5,165.0,,0,,100+,Purchase
cl010306514,https://collections.louvre.fr/ark:/53355/cl010306514,La tombe de Patron,"Département des Antiquités grecques, étrusques et romaines",,non exposé,0,,,,,"Matériau : mortier (mortier blanc et marbre)
Technique : peinture (à fresque sur un mortier antique. Montage : plâtre)
Précision technique : terre ocre jaune dégradé-feuillage vert-oiseau bleu et oiseau beige rosé",Rome,,achat,1861.0,-25.0,0.0,oiseau,1,False,-12.5,2038.5,165.0,,0,,100+,Purchase
cl010321376,https://collections.louvre.fr/ark:/53355/cl010321376,La Bataille de Kerbala,Département des Arts de l'Islam,,non exposé,0,Hoseyn Hamadani,,154.0,300.0,"Matériau : Toile
Matériau/Technique : Huile sur toile",,Iran (Monde iranien - Caucase),achat,1981.0,1950.0,1970.0,,0,False,1960.0,66.0,45.0,46200.0,1,Q4 (largest),41-60,Purchase
cl010321503,https://collections.louvre.fr/ark:/53355/cl010321503,Portrait de la Begum Sombre,Département des Arts de l'Islam,,non exposé,0,Jivan Ram,,,,"Matériau : Ivoire (Matériau d'origine animale)
Matériau/Technique : Peinture, technique dite ""pointillé"" sur ivoire",,Inde (Sous-continent indien),,,1830.0,1836.0,,0,False,1833.0,193.0,,,1,,,Other
cl010321579,https://collections.louvre.fr/ark:/53355/cl010321579,Portrait de Nasir al-Din Shah dans un fauteuil européen tapissé de velours rouge,Département des Arts de l'Islam,,non exposé,0,Bahram Kirmanshahi,Q42560982,,,"Matériau : Composite
Matériau/Technique : Huile sur cuivre et or",,Téhéran (Monde iranien - Caucase->Iran),achat,1987.0,1857.0,1858.0,,0,False,1857.5,168.5,39.0,,1,,21-40,Purchase
cl010327147,https://collections.louvre.fr/ark:/53355/cl010327147,Portrait de Fath Ali Shah,Département des Arts de l'Islam,,"Shanghai (Chine), Pudong Art Museum",0,Mihr Ali,Q4298226,,134.0,"Matériau : Toile
Matériau/Technique : Huile sur toile",,Téhéran (Monde iranien - Caucase->Iran),dépôt,,1800.0,1806.0,,0,False,1803.0,223.0,,,1,,,Other
